Date,Open,High,Low,Close,Volume
13-07-2018,409.190002,410,395.079987,395.799988,15719000
2018-07-16,398.980011,403.359985,391.75,400.480011,0
2018-07-17,346.950012,385,344,379.480011,58410400
2018-07-18,381.23999,383.130005,372.359985,375.130005,21746300
2018-07-19,371.059998,375.75,363,364.230011,16878700
2018-07-20,364.920013,370.5,360.140015,361.049988,15096700
2018-07-23,359.149994,363.899994,353.600006,362.660004,11505200
2018-07-24,366.940002,367.399994,354.559998,357.320007,12851500
2018-07-25,357.570007,363.279999,355.649994,362.869995,8467800
